Gene Symbol,Expression Value
AA705999,-1.079732197
NA..46410,2.401072617
AI073990,2.88439977
AI076226,2.11327723
AI076228,2.774726834
AI090404,2.112836906
AI076890,1.961922906
AI057175,0.488380884
AI051664.1,-0.841477459
AA243567,0.82973431
AA262466,1.421845625
AA255731,-0.561377564
AA262099,1.428563763
AA255964,-0.522594145
AA255897,-1.676884236
AA258024,-0.10564481
AA283705.1,-1.092248349
AI000221,-0.687989399
AI028290,0.712971672
AI093975,1.698520495
AI125630,0.515162818
AI288224,1.402001886
AI342950,0.317606194
AI345617,1.266570104
AI382982,-0.328794966
AA480931,2.014271425
AA480896,0
AA454933,0.55675459
AA465630.2,1.808608947
AA459553,0.25725935
AA459563,2.632343489
AA465144,2.218732588
AA465158,1.570323745
AA278881.1,0.576581774
AA490989.1,0.394994608
R25016.2,-1.164542637
NM_007315.1,-1.842125441
AA489191.1,-1.15201075
AA521480,1.386658683
T75436,1.27159349
AA035407,-0.819752797
AA688404,1.132804086
AA687106,1.297390349
AA687236,1.145126521
AA687251,0.285441325
AA687361,1.151113466
AA687376,0.978507942
AA713486,1.815512123
AA713500,1.581861848
AA463257,0.166404148
R15708,2.754009811
H28469,0.643401689
AA485677,-0.183198064
H82890,-0.405270459
T71551,0.162688377
N91584,-2.502546482
R92806,-1.333719131
AA630449,-1.560409792
AA773894,1.487254025
AA599311,-0.490249073
R89855,1.936076466
H25223,2.224613409
H41394,0.74381943
AA496452,-0.990682991
AA485752,-0.975014694
W02322,-1.330188419
AA025421,-0.956296723
AA401326,-0.298902322
AA425336,-0.262359981
H99813,1.101758605
R88266,1.802610605
AA699427,-1.419682441
N92901,1.326381408
AA814060,0.63271549
AA806741,1.451781965
AA807523,0.986726367
AA807545,0.378557546
AA814020,1.598134602
AA814101,2.159368199
AA814591,1.478777349
AA814662.1,0.307472734
R43471,-0.535825089
AA099747,-0.65184286
N90523,0.82496124
AA487483,-0.625902107
AA486342,-2.159120127
R10154,-0.561356847
AA453604,-0.122782215
AA599073,-0.970258855
NA..46510,-1.896125056
AA485674,-0.836494229
AA457116,-1.018752641
W61374,-0.361414302
AA455523,-1.60588115
AA454618,-0.73921532
AA463958,-0.828825159
AA125748,-0.267257323
AA448286,1.652106487
AA447585,0.940876084
AA485679,0.167252419
AA453199,0.718674645
H93423,-0.311480812
W32511,0.643472268
T95333,-0.698565098
R09779,0.676626936
AI860139,1.652506176
AI862844,-0.433555676
AI927844,-1.851905932
AI972593,-0.941993787
AI952031,1.444415674
R12209,0.621289175
NA..46610,-1.532805398
NA..46710,-0.993962507
R25237,1.279104766
R38027,2.122850401
H99751,-0.364748239
AA433909,-1.081900755
AA191256,0.005861281
AA461445,-0.04693413
AA679293,-2.563566873
AA465233,-1.888310195
AA433920,-0.000147135
H08517,1.028403179
T61116,0.10799966
H16736,2.26418022
AA485898,-1.789065061
AA487561,-0.960513678
T61246,-1.123344193
T48224,0.254216406
N72450,-1.665144891
H38804,-2.068261184
N33778,-0.242806363
H79559,0.362508873
AA149505,-0.877961039
H70887,0.103141781
H50107,-0.053900875
N59568,1.289132619
AI280896,-0.291012191
AI285276,2.358565062
AI301365,2.105340304
AI298559,0.102735507
AI267902,-0.189276451
AI268697,1.285528852
AI214272,-0.486017768
AI366160,0.70168362
AA742212.1,-0.740019853
AA768142.2,0.141242062
AA832260.1,1.092619417
AA907246,0.140821604
AA521389.3,-0.647909166
AA814015,-0.39519362
AA521259.1,-1.252790404
AA688058,1.513819707
H18458,0.655351829
R45959,0.852822797
H09825,1.504348604
H08444,1.394035603
H17517,-0.440848815
H16733,0.526303146
T39997,0.6502068
T40289,0.666988247
AW058381,-1.219152445
AW058594,-0.955929697
AI969221,-2.94742887
AI950601,-0.229624645
AI954012,-1.453828794
AI953408,-3.090395745
AW073151,-0.818015188
AW055017,0.831741359
AA496256,0.816818092
AA458997,3.100597691
AA480901,1.527409746
AA481044,1.144005336
AA465193,0.338036876
AA481176,1.948317334
AA485180,-1.66446807
AA484951,2.245162172
AA252360,1.005063331
AA234574.1,-1.91781149
AA702808,1.468570773
N30597,-1.250428866
AA252360.1,1.064245919
AA234574.2,-1.836199935
AA702808.1,1.132663549
N30597.1,-1.177224395
R98343,1.316498787
AA485750,0.793258949
H59837,-0.467920029
N26072,-0.197590745
R33082,0.742669561
W33048,0.482850555
AI668607,-1.217203859
NA..46810,-1.168040889
NA..46910,-2.770473185
NA..47010,-0.702763247
NA..47110,1.344045527
NA..47210,-1.382005313
NA..47310,-1.176269796
NA..47410,-0.33944972
NA..47510,1.424544302
NA..47610,1.224688812
AA830195,-0.662853401
AA830234,1.250747236
AA830440,-0.488598989
AA830515,1.88129038
AA830723,1.732842157
AA830741,0.022787878
AA830688,0.12289716
AA830616,0.254097607
AA112659,-0.402560218
N92319,0.948547291
AA401111.2,-0.826188
R12710,1.863015866
H44956,-0.073239606
R79948,0.772651425
R32755,-1.331051104
R73524,0.342895213
AA261998,-2.000918199
AA291344,-0.788125564
NA..47710,0.501593843
NA..47810,0.462545046
AA262268.2,-0.51073325
AA252750,0.775248415
AA255950,1.493039335
AA255934,-0.704486624
AA761115,0.558634577
AA761555,0.257385149
AA769510,1.289800658
AA804345.1,-1.003208288
AA765017,0.58940732
AA721381,2.394545718
AA732491.1,1.549442289
AA732667,2.462627073
T82892,1.564649116
T83047,0.280409816
T83657,1.858635835
T84139,-0.432882249
T84703,-0.188010515
N59049,0.900867108
R00492,0.862534665
T86437,1.006240092
AA917424,1.46037953
AA917688,-1.168936636
AA962223,-0.820858957
AA975556,-1.164488239
AA917649,0.035035716
AA973808,-1.12380543
AA971278,0.112859093
AA971425,0.763532603
R97516,0.098954729
T67248,-1.213196443
N77263,1.551862429
AA192547.1,0.312585553
AA041406,0.468492852
AA481780,1.464721423
H73473,-1.62775979
R60301,-0.899215145
AA488896,1.7238755
AA489018,1.427745853
AA489089,1.330784423
AA489192,0.615537539
AA505194,0.474795799
AA504101,1.425101799
AA504125,0.888951616
AA504134,1.526803073
AA741370,0.002985541
AA741441,0.689183339
AA740705,1.601380941
AA740824,0.958974376
AA741098,0.948305787
AA741273,0.326843537
AA740890,-0.380708595
AA740745,1.093864731
AA743664,0.896505058
AA744133,1.62077005
AA744379,1.148768181
AA745259,1.344782576
AA744518,1.972789385
AA744706,0.166530177
AA744840,0
AA742217,1.990271677
AA878597,1.401399966
AI003699,1.406486096
AA281572,-2.685381947
R13642,-0.636920669
AA708922,-1.141232518
AA917837,1.976140433
AI791666,-0.416101099
AA948370,-0.147598452
AA458840,-1.517673239
AA598802,-2.248101633
T58135,-0.345721227
AA488393,-1.216876893
AA458922,-0.842288586
AA486221,-0.046196532
AA598601,1.113028847
H57830,1.220664344
AI523925,-0.146924698
AI523967,1.505981738
AI524077,0.021141438
AI416981,-0.138353835
AI524103,0.625849838
AI524139,-1.122206821
AI400826,0.037175139
AI524233,0.261779357
AA837291,0.291547756
AA836024,1.032738765
AA847795,0.875216749
AA836291,1.458991601
AA836410.1,-1.575087898
AA836473,-0.579414017
AA847850,0.028382782
AA847914.1,1.315879426
R38161,0.291654137
H99364,-0.83689879
AA609759,1.560438267
AA633747,0.835047293
AA669136,-0.395703815
AA007419,1.952144595
H87471,-1.321079022
AA626028,-0.775345908
AA279438.1,0.273020396
AA282471,0.138195697
AA255719.1,0.531373955
AA258869,0.572754265
AA281367,0.785651488
AA280268.2,0.553528043
AA504117.1,-0.240732533
AA521406,0.821334067
T60068,-2.067576409
AA486712,-1.755019019
T71359,-1.836498891
H78038,-2.224657148
W87751,0.747531605
AA149251,0.835930967
T62490,-2.025452406
H88964,0.290653517
AA651891,0
AA648877,-1.395971841
AA687349,0.783471863
AA713784,-0.833697681
AA809789.1,-0.432164238
AA731243,-0.166322728
AA747577,-0.121498975
AA749348,-0.063620277
W87638,-1.40528566
W90148,0
AA203362,-0.044271824
AA677133,-2.029021325
AA035637,-0.891107811
AA039605.1,-2.623362742
AA047142,0.032429508
AA045714,-2.949386145
R33317,-1.79295805
R69748,-0.840703109
H01469,0.301976227
R70340,-0.599050506
H06571,-0.253704222
H12177,0.073283433
H18316,-0.272624186
H44867,-3.25197018
W72792,-0.049208774
R40057,-1.665658653
AA504211.1,0.934485681
AA287260,-0.123303308
W47090.1,-1.04014945
AA033807.1,-1.006926306
AI732312,0.61438443
W72000,0
AA766649,1.021036155
AA766700,1.389105889
AA767084,0.446739474
AA767013,0.566421608
AA767529,0.46025016
AA767666,-0.556994078
AA767815,0.45109066
AA767827,0.736113991
AA746495,1.529355698
AA737675,0.545490614
AA731940,1.28139451
AA731957,1.267091283
AA731286,0.234395086
AA731110,0.366840326
AA731219,0.554865448
AA731239,2.19049005
AI016999,-1.549123615
AA864978,0.631706066
AA934745,-0.768438081
AI276134,0.587859719
AA863330,-2.161205567
AA907419,0.018950503
AI018208,0.69516488
AI073392,-0.093755801
AI081259,-0.075241621
AI082364,-2.688312793
AI087042,-0.407978569
AI086040,1.365023072
AI027841,0
AI056568,0.041592153
AI122683,0.797668755
AI076074,-1.825160591
AA147320,-0.50046825
AA489586,-0.447265366
AA609009,1.371285264
AA443283,-0.309484492
AA064945,-1.234960984
N46354,0.703918766
H87106,0.435752674
AA416684,-0.388995098
H22559,1.760627871
AA781491,1.128625374
AA644232,-1.291613651
AA147783,0.478383173
N72924,-1.775509862
H04390,-1.471248264
W86162,-1.264638709
AA700769,0.838483469
AI364369,2.192969634
AI360116,-2.055945903
AI360085,0.12907731
AI369331,-0.141450929
AI262976,-1.186314872
AI261303,0.397934828
AI374985,0.313374453
AI313031,-0.582568332
AA780389,1.731167166
AA804531,1.23863174
AA808002,2.197997752
AA808014,-0.614275427
AA809778,1.228323651
AA810287,0.969102267
NA..47910,-1.575913227
AA808753,0.583518047
AA085318.2,-0.395461173
R91550.2,-0.352367557
H51705.1,-0.063098306
N91952.1,-0.520721795
T60163.1,1.386547595
H14723.1,0.967374124
T62086.1,1.110589771
AA450123.1,0.501030291
AA237005,0.537639456
AA236011.1,0.713374949
AA252537,0.051543331
AA255876,-2.421401008
AA283925.1,1.036429643
AA284071.1,-0.307652289
AA286777,0.759784474
AA287004,-1.677961165
AA406388,0.651222798
AA406566,-0.714667257
AA406603,0.704523738
AA406114,0.280944216
AA478618,2.365653215
AA478630,0.853076507
AA479511,0.697235057
AA436162,-0.541266697
AI223980,-0.875281116
AI358717,1.541482476
AI357061,0.525957182
AI357114,-0.173347033
AI358627,-1.70204982
AI358745,0.224522598
AI433029,1.465602331
AI432713,0.048766543
AI885461,-1.79319829
AI884498,1.853104055
AI866867,-0.978698584
AI888464,-0.766118
AI924562,1.394516374
AI922402,1.16828331
AI928283,0.46009382
AI927562,0.677219841
AA406069,0.083638834
AA009832,0.447403569
AA443849,-1.737623349
H70942,0.741934932
H87930,0.901345174
H88907,0.984807307
H96629,0.775409349
N32071,0.468407065
T60163.2,0.078209198
AA456585,-1.097993554
H48420,-2.1054052
H18633,-0.237282091
AA130238,-0.622090034
AA448998,-1.338898584
W37305,1.7486204
AA598815,-0.687423934
AA749255,2.091735715
AA749380,0.295620024
AA748634,1.84290941
AA748750,-0.906556835
AA749413,1.692157356
AA748668,1.389208973
AA749183,1.652268536
AA749319,-0.306788705
H50622,-3.021197227
AI003610,-1.786369315
AA774751,0.008226539
AA875977,0.481061414
AA857809,0.332171495
AA886432,1.724683026
AA913510,1.830349676
AA913408,1.763623617
AA125792,0.69506007
AA009499,0.9805273
W81506,0.319504534
H57130,1.693167072
AA448255,-5.016350609
H62715,1.770566676
H66708,0.761974432
AA131248,-0.549167222
AA811882,2.590333844
AA811161,-0.340720467
AA809448,0.763524263
AA814976,1.968376823
AA811592,1.015587316
AA808356.1,1.916883076
AA767609,1.150965958
AA812048,3.057952788
N45548.1,-1.499306159
H13034,-1.114046553
AA481425,-0.153047481
AA453404,-0.75788322
H04789,-0.748395718
AA398289,1.720060582
AA621132,-0.302071007
R59621,0.33772679
AI825179,1.02343484
AI867916,-1.425965311
AI682819,-0.632867643
AI700308,0.055973184
AI871588,1.288662945
AI673190,1.398243777
AI760045,-1.015087091
AI768554,-1.063128031
AA766321,0.909721314
AA766338,1.548072088
AA766457,1.282442562
AA766507,0.625692162
AA766694,1.315367913
AA766760,1.211335394
AA766395,0.12906137
AA766401,0.213496698
AA836213,-0.422186807
AA829659,1.729377372
AA856766,0.03601099
AA827698.1,0.615362997
AA825619,0.053454885
AI081246,-1.233893188
AA504131,-0.753118943
NA..48010,0.508408695
AA504615,-1.639737488
AA455591,0
H22855.2,-1.440269279
W85914,-1.265975909
AA456160,0.4934191
AA482251,-0.926038036
AA448641,-0.927560557
AA456824,-1.448506162
AA018979,0.333711301
AA405395,1.363464571
AA099169,-0.691568218
AA427447,-2.018872446
H22724,0.420338634
AA670439,-0.678033748
AA447079,-0.050470242
AA663792,-0.100072868
AA278277,2.026829745
AA278431,1.129078654
AA279091,0.578558042
AA279158,1.768490167
AA279454,1.852230541
AA279391,1.358644965
AA279569,1.413151164
AA279668,1.270254907
AA805927.1,2.116199082
AA806369,0.385169685
AA808181,0.824823697
AA828523,1.4833132
AA830941,-0.113057756
AA825279.1,-3.77742402
AA831954.1,0.095485784
AA832480.1,-0.976557766
AI281653,0.134032467
AI285479,-1.739108968
AI284423,-1.800136098
AI281494,-1.006327671
AI285546,1.514274615
AI285618,0.763300617
AI284458,-2.18347734
AI281420,-0.112748896
N23134,0.26254543
N24537,0.585127946
N26621,0.554254439
N27125,0.202602234
N33322,1.633279543
N29883,-0.178534492
N35614,2.564671031
N35907,-0.806086177
AA156801,0.486112307
H98742,1.029136502
AA054585,-1.880308018
AA128027,2.184838199
AA074596,0.643644476
AA156674,-0.042988865
AA121542,0.80141189
AA427621,-1.246770976
AA279635,1.041708292
AA282017,0.975059726
AA282512,0.520715373
AA282625,-0.309636625
AA279730,0.534204912
AA279987,0.912082138
AA281303,1.216524647
AA281381,-1.414478134
AA714003,0.045914097
AA714139,0.862545487
AA715739,0.350214724
AA729025,-2.317613871
AA720689,0.31437516
AA715810,-0.117051654
AA807590,0.699165445
AA807719,-0.854677327
R78776,0.960909061
AA478761,0.048060867
T74979,-0.980255057
R19150,0.681620945
R20770,-1.271164161
N73241,1.286052617
H16256,-2.127108141
AA490213,-0.286512073
AA829500,-0.429849729
AA827820,1.076305937
AA810089,1.182727716
AA810112,0.76808707
AA810241,1.38543335
AA810259,0.851211399
AA825734,1.957475912
AA825743,0.849506644
AA764866,0.679021292
AA765206,1.296409321
AA765036,1.819209156
AA761868,-1.070876166
AA767329,0.054226173
AA767417,0.992739124
AA721275,-0.1166441
AA721322,0.896373299
AA741128,0
AA740978,-0.197947127
AA761187,-0.421693995
AA760810,0.437405758
AA769165,-0.284567866
AA760695,0.587106913
AA760851,-0.464842046
AA769251,0.897242334
AA808252.1,0.135932528
AA808296,-2.002586939
AA828487,0.41548481
AA829987,0.632800786
AA830200,-0.406164984
AA830251,-0.386408694
AA829982,0.507572372
AA830033,0.69678442
AI376654,0.942200895
AI418264,-0.473486546
AI393019,1.555435806
AI417407,0.787077629
AI400399,1.081479518
AI436194,1.804051362
AI460128,0.582932007
AI474891,0.109724306
AA215435,0.989144536
AA215617,1.089465004
AA215445,1.140322574
AA215381,-1.553241703
AA215836,0.334785846
AA237005.1,0.358059242
AA251163,-1.103325717
AA251211,0.257567184
AI524709,-0.473782722
AI524720,0.640145259
AI568725,-0.99445487
AI568755,1.107945018
AI435244,1.68946292
AI435294,1.710526341
AI521282,1.813089149
AI521325,1.071646817
NA..48110,1.684365493
NA..48210,0.86591648
NA..48310,0.720904491
NA..48410,1.259969897
NA..48510,1.701546716
NA..48610,1.329678921
NA..48710,1.244986133
NA..48810,2.028949153
AI144308,0.834471579
AI144343,1.334559889
AI382648,1.303686844
AI382664,0.085086469
AI364690,0.498462893
AI364737,-1.12933801
AI365541,1.245457655
AI365451,-0.079152526
AA765792,-0.034874044
AA765996,1.167344361
AA766187,1.110385082
AA765881,0.31692711
AA736649,0.540150235
AA736751,-0.534737401
AA737192,0.627323481
AA737325,1.036704005
R05929,0.986555481
W02240,1.081595499
N47957,0
N62302,0.140348
W88926,0.447637053
AA001838,-0.096809504
AA609748,1.190024259
AA621002,0.191858179
T49801,-0.719962813
T71365,-1.670318331
T63971,0.90578062
T58264,-0.219889729
T57430,0.240673398
T57920,0.695999908
T60269,-1.043321621
T61114,-0.122502305
H23532,-1.724163783
T39163,0
T50980,-0.3747112
T54643,0.265613224
T65765,0.67226011
R38381,0.871453746
R20670,-0.369491702
R19214,-1.82817383
AI000221.1,-1.426270745
AI028290.1,-0.421589856
AI093975.1,1.07084824
AI125630.1,-0.40942293
AI288224.1,0.730571534
AI342950.1,-0.470031422
AI345617.1,0.419736008
AI382982.1,-0.141686556
AA521243,-0.849945664
AA521307,1.416908181
M18459,-2.397610822
NM_000880,0.967774967
NM_000588,1.242181957
NA..48910,0.129855624
L40407,0.14796065
NA..49010,0.500848376
AA827856.1,-1.097408329
AA837319,-0.428852009
AA641875.1,-0.329139088
AA713790.1,0
AA745852,-2.721831546
AA760838.1,0.766118704
AA769105.1,-1.435829444
AA810197,-0.276227531
AA670387,-0.76264544
AA775845,-0.731765708
AA779404,0.039852448
AA676889,-2.301226006
T75134,0.091849029
R38095,-0.455881061
R11979,0.474560104
R12847,-1.478813755
AA622886,-0.658671688
AA678757,-1.633298738
AA664994.1,-1.831829952
AA715355,-0.447327206
AA813886,-0.214585211
AA769580.1,0.85219414
NM_001260,-0.683859541
NM_002607,-0.931024153
W00432,-1.267048319
W03607,-0.080885079
N30225,-1.055139934
N26390,-1.065295279
N32085,-1.558752375
N40540,1.302416623
N47735,-2.221362991
N47355,-0.975557575
AA864896,1.290469481
AA866175,0.560498015
AA865087,1.088066842
AA865128,0.668967688
NA..49110,0.70055312
NA..49210,1.194676107
NA..49310,0.180051801
NA..49410,0.259025044
AA283009,0.760434524
AA282763,0.542277772
AA283657,0.293556521
AA419365,-1.409716788
AA417716,-0.711126511
AA419387,0.525781525
AA455240,-0.763210923
AA456858,0.259795049
AI939310,-0.706789855
AI140863,0.722071029
AI147724,0.059127325
AI127671,-0.760191807
AI218994,-0.410498134
AI208285,0.325442796
AI242105,1.558326119
AI199321,-0.551804483
AA255615,0.528306928
AA256720,1.078393681
AA258227,0.649981074
AA258247,-0.74766206
AA258168,-0.228384195
AA257958,-1.680363208
AA290660,-2.596195959
AA285147,-2.08897367
AA807152,-1.869312684
AA808228.1,-2.592355897
AA830643,-2.145185104
AA831280,-1.980586096
AA824594.1,-1.341786915
AA831743,-1.466830594
AA810108,-1.873580134
AA836185.1,-0.706236011
AA668792,1.201493347
AA668863,-0.029798651
AA669004,0.253697437
AA669102,-2.270789446
AA689449,-1.105107943
AA689522,0.340176875
AA641735,0.429458886
AA641759,0.17439513
H07071,0.652922776
AA457097,1.450153547
R39682,-0.984020299
H69531,1.104284416
W92764,2.086494104
AA039369,1.221204524
W31688,-0.841439235
R00833,0.858698699
AA701996,0.442768754
AA633658,-0.691979729
AA857163,-0.779351855
AA863383,-0.853315031
AA872602,0.794811565
AI821963,1.207546627
AA873691,-0.421170901
AA873577,-1.816274121
AA427484,-0.06405312
W00390,-0.10985555
R56251,-0.31528195
AA086475,-1.176268409
N30161,-0.577375539
AA419214,0.178073093
N32201,-0.020963041
W72051,-0.510203346
AA808568,0.217246975
AA808658,-1.180353138
AA826953,1.057092847
AA827056,-1.483397595
AA827194,0.642929328
AA827733,0.665098283
AA828262.1,1.05492237
AA828329,-0.335220659
AA676460,-1.963633229
AA599187.1,-2.037583086
H79341.1,-0.938910116
AA169645,-1.820989107
AA700390,-1.465471857
W86139,-3.011863228
T69304,-1.419280001
AA062805,-1.82312056
N24004,-1.838628831
W44684,0.191569666
W93568,0.217773344
AA047436,-0.589070238
AA044662,-0.802041893
W60413,0.471067715
W99328,2.077909944
AA454554,0.78393117
W21127,-1.161177905
AA004254,0.67128183
AA454612,-1.338301933
AA455516,-0.394466524
H65077,0.156534017
W70343,0.452367128
N59136,0.102820386
N66644,-0.855297911
T61629,-1.044446359
T68988,1.792192606
T78225,-0.6651362
T85997,1.662424958
T96364,0.754747751
R02117,0.398253562
R19824,-2.70733555
R54029,-1.656041468
AI376654.1,1.103497344
AI418264.1,-0.482206852
AI393019.1,1.337936895
AI417407.1,0.487148454
AI400399.1,0.68801501
AI436194.1,1.586218619
AI460128.1,0.494231453
AI474891.1,-0.613934716
R44213,-0.730385547
R58954.1,0.579095646
H10956,0.225184751
H10993,-3.290092708
R53379,0.434331114
H17919,1.146498456
R56045,0.646321729
H10045,-0.526690871
N45685,-0.513473123
N24609,-0.548193534
H63285,0.435294835
H96356,0.539589598
N39306,-1.029813197
N47552,0.731583265
W16778,1.171013611
W72559,-0.058668938
N45541,-1.911313688
N64637,-1.379241751
N90571,-1.704368289
W52910,-2.656470484
W95415,-0.585628185
AA025251,-2.865905221
AA026835,-1.872326211
AA033567,-1.002476138
AA279751,-0.417160233
AA481216.1,-0.177162271
AA830457,0.050831353
AA825750,-0.934561564
NM_021910,0.337028854
U75698.6,0.393053123
X83413.3,0.062992223
NA..49510,0.35882243
AA477297,-0.341858902
AA481383,0.368241613
AA293570,-0.699158393
T59043,0.251517458
H41489,-2.098242765
T48863,-1.420696742
AA481562.1,-2.929159701
T62060,-0.883744962
AI739206,-0.344141829
AI915966,1.581864284
AI768026,-0.034721034
AI823812,-0.432253865
AI830988,-1.451763332
AI832007,-0.353250054
AI828190,-0.745994817
AI870408,0.327242293
AA504585,0.860923109
AA504510,-0.409162799
AA504610,-1.404546646
AA504649,1.135490551
AA504850,0.314220034
AA491322,-0.103663403
AA521344,-1.698454045
AA521424,0.307672172
AA279438.2,0.859820008
AA282471.1,0.266686427
AA255719.2,0.781591308
AA258869.1,-0.680633476
AA281367.1,-1.462075939
AA280268.3,-2.31099572
AA504117.2,0.647773377
AA521406.1,0.926438286
R16977,1.59482597
R66191,-0.044567455
H78233,-0.570855763
R70784,-1.679129524
R25234,1.578640995
R22952,1.029916875
R67543,0.81129359
H78097,-2.788993598
N26941,0.000565681
AA017680,-0.107518066
AA293827,0.183708279
AA775838,1.363326901
AA770647,0.126674229
AA932904,-1.62739082
AI052256,-2.144313922
AI123355,-0.023867335
AA804779,1.160334693
AA804900,-1.408535654
AA815080,-1.891029591
AA815155,-0.841578639
AA814862,-1.098291998
AA813961,-1.496211184
AA805497,1.409559554
AA805902.1,1.602587769
R69885,0.48918093
H63532,-0.035203364
AA453750,-0.418359787
R32409,1.400394089
AA070381,-1.172438374
N59626,-2.194204254
H12279,-0.177730147
R36523,0.813575564
AA284399,1.097567206
AA284469,1.333426821
AA284427,0.601594657
AA258027,-1.725629968
AA278679,1.396227954
AA278229,-0.700591393
AA278609,0.422168447
AA278878,0.30280109
AA651883,-1.765711817
AA651937,-0.233705482
AA804483,0.456678137
AA937959,0.236448499
AA938725,0.814536263
AA938309.1,-0.921132083
AA907253,1.231245299
AA907262,-0.334459804
T67136,0.974229244
T67452,1.077039798
R55734,0.116123147
T84633,0.298515028
R78494,-2.411606055
H82227,0.243764307
R83879,1.032169431
W74362,-1.74188064
AA885221,1.463680521
AA884071,-0.030815777
AA863464,1.538193259
AA865150,0.902584404
AA864224,1.667229319
AA864536,0.969582183
AA872279,-2.800445208
AA872348,-1.22144576
N91198,-0.587579196
N92085,1.22107366
T77714,0.112703058
R38238,-0.362988147
H90310,-1.370110001
H53499,0.929679303
R97089,-0.968032213
N91311,0.337395153
AA481136,0.098984644
AA481150,1.166985245
AA481536,-0.027607597
AA456886.2,-0.805177162
AA485126,0.748231821
AA485158,0.134051151
AA485027,-1.734552033
AA485227,0.82327889
AA743478,0.5758977
AA743320,0.78060822
AA743436,-1.727037623
AA743520,1.292896448
AA743877,1.237630561
AA743883,1.67114849
AA744804,-0.034926163
AA742279,0
AA210760,-0.629599508
AA213369,0.178521509
AA215372,0.833914632
AA255791,0.77107615
AA251233,-0.558777229
AA235815,-0.206201019
AA251225,-1.151278159
AA251735,0.960704165
H53121,-0.829676679
W56356,0.948074942
R20646,-1.017509889
AA668364,-2.26569192
AA160032,-0.060891213
AA133331,0.202429143
AA482389,-0.148206542
AA418813,-2.056650689
R53371,-1.740042484
H01039.1,-0.035650909
H23197,1.037617037
H09996,-0.921308033
T73556,0.835873402
AA456868,-1.325045357
AA292025.1,-0.89571585
AA478043.1,-1.298992294
AI493734,1.440860639
AI373188,0.617517802
AI494470,0.330127293
AI494545,0.70799338
AI492638,1.408373504
AI492666,0.471881525
AI361827,-1.136173622
AI361886,0.610045073
AA829830,0.253085007
AA829935,-0.214759505
AA825969,1.642639836
AA825967,0.342141675
AA827674,0.238683176
AA827786.1,0.697495989
AA825574,0.655389992
AA825598,-0.315440803
AA644657,-1.432052221
AA630104,-2.149548741
N59270,-0.667897781
AA029934,-0.948848657
AA419176,0.214048609
AA001376,-1.066421845
AA699361,-1.654940279
AA430512,-2.063622198
AA830879,1.122325615
AA830885.1,0.498658476
AA830962,0.724209276
AA831115,1.128807619
AA831483,-1.411793199
AA831501,0.616837773
AA831218,0.169253401
AA830383,1.366133317
AA960912,1.216809409
AA970720,-1.889127271
AA976691,-1.520541238
AA978354,-0.137471781
AA995783,-2.794906712
AI018613,-1.594262199
AI000271,-1.534710048
AI016074,0.297204571
AI434173,-0.558468689
AI434492,0.378845926
AI434379,-0.699279067
AI497725,-2.734750193
AI433495,-1.545259366
AI439285,0
AI439793,-0.934861167
AI439881,0.931408401
AA448194.1,-2.337644041
AA129552.1,0.449658308
AA450003,-0.531628788
AA481547.2,-1.743160466
T68287,-2.194758467
H59260.1,-0.062497996
H62028,0.243465173
R05801,-0.500481932
N31947,-3.587843096
N49229,1.223393996
W03870,-1.852503694
N95053,-1.101981455
W67698,-0.124743907
W70309,-0.447266807
AA013395,-2.165075378
AA019718,-3.282348427
AA007298.1,-2.090278938
H03504,-0.579034735
H11003.1,0.356053049
AA442853.1,0.892282947
T48863.1,-0.983630029
H22699.1,0.191919233
H15676,-0.83675665
N73958,1.147909834
AA732489,0
AA732613,-0.754419063
AA732030,0.349952434
AA732051,-1.23692745
AA732522,0.172210482
AA732639,0.359595657
AA731399,0.030735235
AA732061,-1.801374789
AA731721,0.098738919
AA749017.1,1.23642313
AA741064.1,0.358018893
AA804468.1,-0.446371663
AA765906,0.177476855
AA766833.1,0.040280511
AA811088.2,-0.275616787
AA828327.1,0.186129325
AI337282,1.150029694
AI337424,1.082307015
R99026,0.84538136
H79718,-0.014686928
AA702381,-0.319065224
AA679301,1.184735709
AA897418,0.61763452
AA903504,0.689758974
AA810730.1,0.653011549
AA810577,0
AA805412,-1.514679416
AA826938,-1.665536857
AA810519,1.111351501
AA872053,0.809862624
AA812157.1,-1.946908293
AA811758,-0.888477617
AA620519,-1.200318702
N59534,0.227913142
AA127515,-1.398871225
AA412283,0.924929857
AA167539,-0.569751717
AA489847,-0.773222452
AA399973,0.121770473
H11376,-0.74943609
AA682304,-0.001125654
AA682412,1.276377559
AA029291,-0.876831674
AA029089,-0.72194672
AA719045,0.526059581
AA719141,0.286962471
AA776719,0.75999033
AA776758,1.206954757
AI000677,-1.119472337
AI003367,0.744693526
AI146565,0.271404219
AI139437,1.353327423
AI055840,1.488672408
AI150389,1.224392575
AI220203,0.580373467
AI269677,1.162776562
AA737450,1.605134731
AA737470,-1.917587821
AA737527,-1.632888607
AA737591,1.69357098
AA743845,1.202805355
AA743866,0.968279838
AA748349,-0.761711126
AA748388,0.530826743
AA213821,-0.625940745
AA287297,-1.637400892
AA452511,-1.468194415
AA668388,-0.92759657
AA688289,-1.084826326
AA742962,0.45193255
AA831242,-0.822434811
AI732935,1.503507108
AA489086,-0.884278398
AA504139,-1.239021947
AA491318,-0.033573556
AA521439,-1.515283044
